"variable","percent.contribution","permutation.importance","ImpRank","PercContRank","modnr"
"PredictabilityOct5Years",3.5756,4.7657,9,8,423
"distNearestIceEdge",3.2996,6.3542,5,9,423
"DecemberIcePresence",3.0072,2.1181,11,10,423
"InTrough",2.1346,0.5295,15,11,423
"glacierdist",1.1425,3.3352,10,12,423
"meanslope",0.8696,1.5886,12,13,423
"ADPEabund",0.5049,0.5295,14,14,423
"meanbathy",0.397,1.059,13,15,423
"fastIceRatio",0.0886,0.1462,16,16,423
"PredictabilityDec5Years",0,0,17,17,423
"cont300dist",24.7612,14.3646,4,1,424
"cont800dist",23.3758,21.547,1,2,424
"EMPEdist",16.6731,14.9171,2,3,424
"distToShore",9.0995,14.9171,3,4,424
"EMPEabund",5.9497,4.4199,9,5,424
"ADPEdist",4.8721,4.9724,8,6,424
"Persistence2Years",4.4266,5.5249,5,7,424
"distNearestIceEdge",3.6708,5.5249,7,8,424
"PredictabilityOct5Years",3.0451,5.5249,6,9,424
"glacierdist",1.1227,1.6575,12,10,424
"DecemberIcePresence",0.9072,1.105,14,11,424
"InTrough",0.6558,1.6575,10,12,424
"fastIceRatio",0.6042,1.6575,11,13,424
"ADPEabund",0.5109,0.5525,15,14,424
"meanslope",0.3248,1.6575,13,15,424
"meanbathy",4e-04,0,17,16,424
"PredictabilityDec5Years",0,0,16,17,424
"cont300dist",24.7612,22.3529,1,1,425
"cont800dist",23.3758,16.4706,3,2,425
"EMPEdist",16.6731,17.0588,2,3,425
"distToShore",9.0995,8.8235,4,4,425
"EMPEabund",5.9497,5.2941,8,5,425
"ADPEdist",4.8721,5.2941,7,6,425
"Persistence2Years",4.4266,7.0588,5,7,425
"distNearestIceEdge",3.6708,4.1176,9,8,425
"PredictabilityOct5Years",3.0451,7.0588,6,9,425
"glacierdist",1.1227,0,16,10,425
"DecemberIcePresence",0.9072,0.5882,14,11,425
"InTrough",0.6558,1.7647,10,12,425
"fastIceRatio",0.6042,1.7647,11,13,425
"ADPEabund",0.5109,0.5882,13,14,425
"meanslope",0.3248,1.7647,12,15,425
"meanbathy",4e-04,0,17,16,425
"PredictabilityDec5Years",0,0,15,17,425
"cont800dist",22.8943,20.3493,1,1,426
"cont300dist",21.0195,16.2794,3,2,426
"EMPEdist",15.9145,16.2794,2,3,426
"distToShore",9.7668,13.7358,4,4,426
"ADPEdist",5.5381,3.0524,11,5,426
"EMPEabund",5.4507,5.5961,5,6,426
"Persistence2Years",4.3967,5.0873,7,7,426
"PredictabilityOct5Years",3.5756,3.5611,10,8,426
"distNearestIceEdge",3.2996,5.5961,6,9,426
"DecemberIcePresence",3.0072,0.5087,13,10,426
"InTrough",2.1346,0.5087,14,11,426
"glacierdist",1.1425,4.2179,8,12,426
"meanslope",0.8696,4.0699,9,13,426
"ADPEabund",0.5049,0,16,14,426
"meanbathy",0.397,1.0175,12,15,426
"fastIceRatio",0.0886,0.1405,15,16,426
"PredictabilityDec5Years",0,0,17,17,426
"cont800dist",22.8943,18.7533,1,1,427
"cont300dist",21.0195,18.2465,2,2,427
"EMPEdist",15.9145,15.2054,3,3,427
"distToShore",9.7668,14.6985,4,4,427
"ADPEdist",5.5381,3.5479,9,5,427
"EMPEabund",5.4507,5.0685,7,6,427
"Persistence2Years",4.3967,5.0685,8,7,427
"PredictabilityOct5Years",3.5756,6.0822,5,8,427
"distNearestIceEdge",3.2996,6.0822,6,9,427
"DecemberIcePresence",3.0072,0.5068,13,10,427
"InTrough",2.1346,0.5068,14,11,427
"glacierdist",1.1425,2.1787,11,12,427
"meanslope",0.8696,3.0411,10,13,427
"ADPEabund",0.5049,0,15,14,427
"meanbathy",0.397,1.0137,12,15,427
"fastIceRatio",0.0886,0,17,16,427
"PredictabilityDec5Years",0,0,16,17,427
"cont300dist",24.7612,19.0751,2,1,428
"cont800dist",23.3758,21.9653,1,2,428
"EMPEdist",16.6731,16.185,3,3,428
"distToShore",9.0995,10.9827,4,4,428
"EMPEabund",5.9497,6.3584,6,5,428
"ADPEdist",4.8721,4.0462,8,6,428
"Persistence2Years",4.4266,3.4682,9,7,428
"distNearestIceEdge",3.6708,4.6243,7,8,428
"PredictabilityOct5Years",3.0451,6.9364,5,9,428
"glacierdist",1.1227,1.1561,12,10,428
"DecemberIcePresence",0.9072,0.578,13,11,428
"InTrough",0.6558,0,15,12,428
"fastIceRatio",0.6042,1.7341,11,13,428
"ADPEabund",0.5109,2.3121,10,14,428
"meanslope",0.3248,0.578,14,15,428
"meanbathy",4e-04,0,17,16,428
"PredictabilityDec5Years",0,0,16,17,428
"cont300dist",22.8726,18.8596,2,1,429
"cont800dist",20.9449,20.1754,1,2,429
"distToShore",14.3506,8.7719,4,3,429
"EMPEabund",14.1787,7.8947,5,4,429
"EMPEdist",7.2785,13.1579,3,5,429
"distNearestIceEdge",6.3686,6.5789,6,6,429
"Persistence2Years",5.8736,6.1404,7,7,429
"PredictabilityOct5Years",2.2263,3.0702,10,8,429
"meanslope",1.2818,4.8246,8,9,429
"meanbathy",1.2623,0.4386,16,10,429
"fastIceRatio",1.2144,1.3158,13,11,429
"ADPEabund",1.0463,0.8772,14,12,429
"glacierdist",0.6495,2.6316,11,13,429
"ADPEdist",0.4153,3.5088,9,14,429
"InTrough",0.0366,0.4386,15,15,429
"PredictabilityDec5Years",0,1.3158,12,16,429
"DecemberIcePresence",0,0,17,17,429
"cont300dist",22.8726,12.7273,3,1,430
"cont800dist",20.9449,23.1818,1,2,430
"distToShore",14.3506,7.7273,4,3,430
"EMPEabund",14.1787,6.3636,5,4,430
"EMPEdist",7.2785,13.6364,2,5,430
"distNearestIceEdge",6.3686,5,9,6,430
"Persistence2Years",5.8736,6.3636,6,7,430
"PredictabilityOct5Years",2.2263,3.6364,10,8,430
"meanslope",1.2818,6.3636,7,9,430
"meanbathy",1.2623,0.4545,16,10,430
"fastIceRatio",1.2144,1.8182,13,11,430
"ADPEabund",1.0463,2.7273,12,12,430
"glacierdist",0.6495,3.1818,11,13,430
"ADPEdist",0.4153,5.9091,8,14,430
"InTrough",0.0366,0.4545,14,15,430
"PredictabilityDec5Years",0,0.4545,15,16,430
"DecemberIcePresence",0,0,17,17,430
"cont300dist",24.7612,19.7605,2,1,431
"cont800dist",23.3758,22.7545,1,2,431
"EMPEdist",16.6731,18.5629,3,3,431
"distToShore",9.0995,10.1796,4,4,431
"EMPEabund",5.9497,5.3892,5,5,431
"ADPEdist",4.8721,4.1916,7,6,431
"Persistence2Years",4.4266,4.7904,6,7,431
"distNearestIceEdge",3.6708,4.1916,9,8,431
"PredictabilityOct5Years",3.0451,4.1916,8,9,431
"glacierdist",1.1227,1.7964,10,10,431
"DecemberIcePresence",0.9072,1.1976,11,11,431
"InTrough",0.6558,1.1976,12,12,431
"fastIceRatio",0.6042,1.1976,13,13,431
"ADPEabund",0.5109,0.5988,14,14,431
"meanslope",0.3248,0,17,15,431
"meanbathy",4e-04,0,16,16,431
"PredictabilityDec5Years",0,0,15,17,431
"cont300dist",24.7612,17.9191,2,1,432
"cont800dist",23.3758,24.2775,1,2,432
"EMPEdist",16.6731,13.8728,3,3,432
"distToShore",9.0995,10.9827,4,4,432
"EMPEabund",5.9497,6.9364,5,5,432
"ADPEdist",4.8721,5.2023,7,6,432
"Persistence2Years",4.4266,5.7803,6,7,432
"distNearestIceEdge",3.6708,4.0462,9,8,432
"PredictabilityOct5Years",3.0451,4.6243,8,9,432
"glacierdist",1.1227,0.578,13,10,432
"DecemberIcePresence",0.9072,0,15,11,432
"InTrough",0.6558,1.7341,11,12,432
"fastIceRatio",0.6042,1.7341,12,13,432
"ADPEabund",0.5109,1.7341,10,14,432
"meanslope",0.3248,0.578,14,15,432
"meanbathy",4e-04,0,17,16,432
"PredictabilityDec5Years",0,0,16,17,432
"cont800dist",22.8943,18.947,2,1,433
"cont300dist",21.0195,18.947,1,2,433
"EMPEdist",15.9145,14.9581,3,3,433
"distToShore",9.7668,8.4763,4,4,433
"ADPEdist",5.5381,6.4819,5,5,433
"EMPEabund",5.4507,5.9833,7,6,433
"Persistence2Years",4.3967,6.4819,6,7,433
"PredictabilityOct5Years",3.5756,2.9916,11,8,433
"distNearestIceEdge",3.2996,5.4847,8,9,433
"DecemberIcePresence",3.0072,0.9972,13,10,433
"InTrough",2.1346,0.4986,15,11,433
"glacierdist",1.1425,3.133,10,12,433
"meanslope",0.8696,3.9888,9,13,433
"ADPEabund",0.5049,1.4958,12,14,433
"meanbathy",0.397,0.9972,14,15,433
"fastIceRatio",0.0886,0.1377,16,16,433
"PredictabilityDec5Years",0,0,17,17,433
"cont300dist",24.7612,18.2857,2,1,434
"cont800dist",23.3758,24.5714,1,2,434
"EMPEdist",16.6731,14.2857,3,3,434
"distToShore",9.0995,9.7143,4,4,434
"EMPEabund",5.9497,3.4286,9,5,434
"ADPEdist",4.8721,6.2857,5,6,434
"Persistence2Years",4.4266,5.1429,7,7,434
"distNearestIceEdge",3.6708,4,8,8,434
"PredictabilityOct5Years",3.0451,5.7143,6,9,434
"glacierdist",1.1227,3.4286,10,10,434
"DecemberIcePresence",0.9072,2.2857,11,11,434
"InTrough",0.6558,1.1429,13,12,434
"fastIceRatio",0.6042,1.7143,12,13,434
"ADPEabund",0.5109,0,14,14,434
"meanslope",0.3248,0,17,15,434
"meanbathy",4e-04,0,16,16,434
"PredictabilityDec5Years",0,0,15,17,434
"cont300dist",23.0934,12.3153,3,1,435
"cont800dist",20.8105,26.1084,1,2,435
"distToShore",14.2755,7.8818,4,3,435
"EMPEabund",14.1495,5.4187,7,4,435
"EMPEdist",7.3513,12.3153,2,5,435
"distNearestIceEdge",6.3363,6.8966,6,6,435
"Persistence2Years",5.8438,6.8966,5,7,435
"PredictabilityOct5Years",2.215,3.4483,11,8,435
"meanslope",1.2998,4.4335,9,9,435
"meanbathy",1.2559,0,17,10,435
"fastIceRatio",1.2082,1.9704,13,11,435
"ADPEabund",1.0386,1.4778,14,12,435
"glacierdist",0.6396,4.9261,8,13,435
"ADPEdist",0.4824,3.9409,10,14,435
"PredictabilityDec5Years",0,1.9704,12,15,435
"DecemberIcePresence",0,0,15,16,435
"InTrough",0,0,16,17,435
"cont800dist",22.8943,23.0082,1,1,436
"cont300dist",21.0195,15.5306,3,2,436
"EMPEdist",15.9145,16.1058,2,3,436
"distToShore",9.7668,10.9289,4,4,436
"ADPEdist",5.5381,1.1504,11,5,436
"EMPEabund",5.4507,6.3273,6,6,436
"Persistence2Years",4.3967,5.1769,7,7,436
"PredictabilityOct5Years",3.5756,4.0264,9,8,436
"distNearestIceEdge",3.2996,7.4777,5,9,436
"DecemberIcePresence",3.0072,0,16,10,436
"InTrough",2.1346,0.5752,14,11,436
"glacierdist",1.1425,3.0434,10,12,436
"meanslope",0.8696,4.7648,8,13,436
"ADPEabund",0.5049,0.5752,13,14,436
"meanbathy",0.397,1.1504,12,15,436
"fastIceRatio",0.0886,0.1588,15,16,436
"PredictabilityDec5Years",0,0,17,17,436
"cont800dist",22.8943,22.1552,1,1,437
"cont300dist",21.0195,14.9547,2,2,437
"EMPEdist",15.9145,13.847,3,3,437
"distToShore",9.7668,9.9698,4,4,437
"ADPEdist",5.5381,5.5388,7,5,437
"EMPEabund",5.4507,7.7543,5,6,437
"Persistence2Years",4.3967,6.6466,6,7,437
"PredictabilityOct5Years",3.5756,1.6616,12,8,437
"distNearestIceEdge",3.2996,5.5388,8,9,437
"DecemberIcePresence",3.0072,1.6616,11,10,437
"InTrough",2.1346,0.5539,15,11,437
"glacierdist",1.1425,2.3643,10,12,437
"meanslope",0.8696,4.9849,9,13,437
"ADPEabund",0.5049,1.1078,13,14,437
"meanbathy",0.397,1.1078,14,15,437
"fastIceRatio",0.0886,0.1529,16,16,437
"PredictabilityDec5Years",0,0,17,17,437
"cont800dist",22.8943,20.3773,1,1,438
"cont300dist",21.0195,15.4207,3,2,438
"EMPEdist",15.9145,15.4207,2,3,438
"distToShore",9.7668,14.8699,4,4,438
"ADPEdist",5.5381,2.7537,10,5,438
"EMPEabund",5.4507,5.5074,6,6,438
"Persistence2Years",4.3967,7.1596,5,7,438
"PredictabilityOct5Years",3.5756,3.8552,8,8,438
"distNearestIceEdge",3.2996,5.5074,7,9,438
"DecemberIcePresence",3.0072,0,16,10,438
"InTrough",2.1346,0.5507,14,11,438
"glacierdist",1.1425,3.4688,9,12,438
"meanslope",0.8696,2.7537,11,13,438
"ADPEabund",0.5049,1.1015,12,14,438
"meanbathy",0.397,1.1015,13,15,438
"fastIceRatio",0.0886,0.1521,15,16,438
"PredictabilityDec5Years",0,0,17,17,438
"cont800dist",22.8943,21.4735,1,1,439
"cont300dist",21.0195,16.3876,2,2,439
"EMPEdist",15.9145,15.2575,4,3,439
"distToShore",9.7668,15.4346,3,4,439
"ADPEdist",5.5381,4.5671,7,5,439
"EMPEabund",5.4507,4.5207,8,6,439
"Persistence2Years",4.3967,5.6509,6,7,439
"PredictabilityOct5Years",3.5756,1.1302,12,8,439
"distNearestIceEdge",3.2996,6.216,5,9,439
"DecemberIcePresence",3.0072,1.6953,11,10,439
"InTrough",2.1346,0.5651,15,11,439
"glacierdist",1.1425,1.8597,10,12,439
"meanslope",0.8696,3.3905,9,13,439
"ADPEabund",0.5049,0.5651,14,14,439
"meanbathy",0.397,1.1302,13,15,439
"fastIceRatio",0.0886,0.156,16,16,439
"PredictabilityDec5Years",0,0,17,17,439
"cont300dist",22.8726,15.1515,2,1,440
"cont800dist",20.9449,23.8095,1,2,440
"distToShore",14.3506,8.658,4,3,440
"EMPEabund",14.1787,4.7619,7,4,440
"EMPEdist",7.2785,13.8528,3,5,440
"distNearestIceEdge",6.3686,7.3593,5,6,440
"Persistence2Years",5.8736,6.9264,6,7,440
"PredictabilityOct5Years",2.2263,3.0303,11,8,440
"meanslope",1.2818,4.329,8,9,440
"meanbathy",1.2623,0.4329,15,10,440
"fastIceRatio",1.2144,2.5974,12,11,440
"ADPEabund",1.0463,1.2987,13,12,440
"glacierdist",0.6495,3.8961,9,13,440
"ADPEdist",0.4153,3.0303,10,14,440
"InTrough",0.0366,0,17,15,440
"PredictabilityDec5Years",0,0.8658,14,16,440
"DecemberIcePresence",0,0,16,17,440
"cont800dist",23.1428,22.1739,1,1,441
"cont300dist",23.0613,17.3913,2,2,441
"EMPEdist",11.9798,13.913,3,3,441
"Persistence2Years",11.2768,2.1739,13,4,441
"distToShore",8.9947,9.5652,4,5,441
"ADPEdist",4.307,4.3478,6,6,441
"PredictabilityOct5Years",4.2412,3.4783,10,7,441
"distNearestIceEdge",4.0225,4.3478,7,8,441
"EMPEabund",3.7739,7.3913,5,9,441
"glacierdist",1.7155,3.913,8,10,441
"fastIceRatio",1.2138,2.6087,12,11,441
"ADPEabund",1.1951,2.6087,11,12,441
"meanslope",0.4271,3.913,9,13,441
"meanbathy",0.3385,0.8696,15,14,441
"PredictabilityDec5Years",0.2504,0.8696,14,15,441
"DecemberIcePresence",0.0597,0.4348,16,16,441
"InTrough",0,0,17,17,441
"cont300dist",23.0934,14.8837,2,1,442
"cont800dist",20.8105,20.4651,1,2,442
"distToShore",14.2755,5.5814,8,3,442
"EMPEabund",14.1495,6.5116,6,4,442
"EMPEdist",7.3513,13.0233,3,5,442
"distNearestIceEdge",6.3363,7.4419,5,6,442
"Persistence2Years",5.8438,9.7674,4,7,442
"PredictabilityOct5Years",2.215,2.3256,12,8,442
"meanslope",1.2998,6.0465,7,9,442
"meanbathy",1.2559,0.4651,15,10,442
"fastIceRatio",1.2082,1.3953,14,11,442
"ADPEabund",1.0386,2.7907,11,12,442
"glacierdist",0.6396,3.7209,10,13,442
"ADPEdist",0.4824,3.7209,9,14,442
"PredictabilityDec5Years",0,1.8605,13,15,442
"DecemberIcePresence",0,0,16,16,442
"InTrough",0,0,17,17,442
"cont800dist",22.8943,20.8126,1,1,443
"cont300dist",21.0195,18.0741,2,2,443
"EMPEdist",15.9145,15.3356,3,3,443
"distToShore",9.7668,11.5017,4,4,443
"ADPEdist",5.5381,3.2862,8,5,443
"EMPEabund",5.4507,6.0247,6,6,443
"Persistence2Years",4.3967,3.2862,9,7,443
"PredictabilityOct5Years",3.5756,2.1908,12,8,443
"distNearestIceEdge",3.2996,6.5724,5,9,443
"DecemberIcePresence",3.0072,0.5477,15,10,443
"InTrough",2.1346,0.5477,16,11,443
"glacierdist",1.1425,4.5451,7,12,443
"meanslope",0.8696,3.2862,10,13,443
"ADPEabund",0.5049,2.1908,11,14,443
"meanbathy",0.397,1.0954,13,15,443
"fastIceRatio",0.0886,0.703,14,16,443
"PredictabilityDec5Years",0,0,17,17,443
"cont800dist",22.8943,19.938,1,1,444
"cont300dist",21.0195,17.7227,3,2,444
"EMPEdist",15.9145,17.7227,2,3,444
"distToShore",9.7668,13.292,4,4,444
"ADPEdist",5.5381,1.6615,9,5,444
"EMPEabund",5.4507,5.5383,7,6,444
"Persistence2Years",4.3967,6.0922,5,7,444
"PredictabilityOct5Years",3.5756,1.6615,10,8,444
"distNearestIceEdge",3.2996,6.0922,6,9,444
"DecemberIcePresence",3.0072,0.5538,14,10,444
"InTrough",2.1346,0.5538,15,11,444
"glacierdist",1.1425,1.2647,11,12,444
"meanslope",0.8696,5.5383,8,13,444
"ADPEabund",0.5049,1.1077,12,14,444
"meanbathy",0.397,1.1077,13,15,444
"fastIceRatio",0.0886,0.1529,16,16,444
"PredictabilityDec5Years",0,0,17,17,444
"cont800dist",20.6071,13.8274,2,1,445
"cont300dist",15.7537,13.8274,1,2,445
"EMPEdist",14.2971,12.6251,4,3,445
"PredictabilityOct5Years",13.4714,13.2263,3,4,445
"ADPEdist",7.3726,3.2079,11,5,445
"distToShore",7.0757,9.0179,5,6,445
"EMPEabund",3.9983,4.2084,9,7,445
"fastIceRatio",3.492,3.6072,10,8,445
"distNearestIceEdge",3.0943,5.4107,7,9,445
"meanslope",2.9148,7.2143,6,10,445
"ADPEabund",2.3288,2.4048,14,11,445
"glacierdist",1.8931,4.8095,8,12,445
"InTrough",1.7979,0,16,13,445
"meanbathy",0.965,0.6012,15,14,445
"Persistence2Years",0.6606,3.006,13,15,445
"DecemberIcePresence",0.2776,3.006,12,16,445
"PredictabilityDec5Years",0,0,17,17,445
"cont800dist",22.8943,22.4005,1,1,446
"cont300dist",21.0195,15.1204,3,2,446
"EMPEdist",15.9145,16.8004,2,3,446
"distToShore",9.7668,11.2003,4,4,446
"ADPEdist",5.5381,4.4801,7,5,446
"EMPEabund",5.4507,6.1601,5,6,446
"Persistence2Years",4.3967,3.9201,9,7,446
"PredictabilityOct5Years",3.5756,3.9201,10,8,446
"distNearestIceEdge",3.2996,6.1601,6,9,446
"DecemberIcePresence",3.0072,0,16,10,446
"InTrough",2.1346,0.56,14,11,446
"glacierdist",1.1425,2.403,11,12,446
"meanslope",0.8696,4.4801,8,13,446
"ADPEabund",0.5049,1.12,12,14,446
"meanbathy",0.397,1.12,13,15,446
"fastIceRatio",0.0886,0.1546,15,16,446
"PredictabilityDec5Years",0,0,17,17,446
"cont300dist",24.7612,20.7936,1,1,447
"cont800dist",23.3758,19.6054,2,2,447
"EMPEdist",16.6731,16.6349,3,3,447
"distToShore",9.0995,11.288,4,4,447
"EMPEabund",5.9497,7.1292,5,5,447
"ADPEdist",4.8721,5.3469,6,6,447
"Persistence2Years",4.4266,3.5646,8,7,447
"distNearestIceEdge",3.6708,5.3469,7,8,447
"PredictabilityOct5Years",3.0451,2.9705,10,9,447
"glacierdist",1.1227,3.5646,9,10,447
"DecemberIcePresence",0.9072,1.1882,11,11,447
"InTrough",0.6558,1.1882,12,12,447
"fastIceRatio",0.6042,1.1882,13,13,447
"ADPEabund",0.5109,0,15,14,447
"meanslope",0.3248,0.1906,14,15,447
"meanbathy",4e-04,0,17,16,447
"PredictabilityDec5Years",0,0,16,17,447
"cont800dist",22.8943,22.6917,1,1,448
"cont300dist",21.0195,14.7496,3,2,448
"EMPEdist",15.9145,16.4515,2,3,448
"distToShore",9.7668,13.0477,4,4,448
"ADPEdist",5.5381,3.4038,9,5,448
"EMPEabund",5.4507,6.2402,5,6,448
"Persistence2Years",4.3967,5.1056,7,7,448
"PredictabilityOct5Years",3.5756,3.4038,10,8,448
"distNearestIceEdge",3.2996,5.6729,6,9,448
"DecemberIcePresence",3.0072,0,15,10,448
"InTrough",2.1346,0,16,11,448
"glacierdist",1.1425,1.7019,12,12,448
"meanslope",0.8696,4.5383,8,13,448
"ADPEabund",0.5049,1.7019,11,14,448
"meanbathy",0.397,1.1346,13,15,448
"fastIceRatio",0.0886,0.1566,14,16,448
"PredictabilityDec5Years",0,0,17,17,448
"cont800dist",22.8943,21.9578,1,1,449
"cont300dist",21.0195,15.1613,2,2,449
"EMPEdist",15.9145,14.6385,3,3,449
"distToShore",9.7668,12.5473,4,4,449
"ADPEdist",5.5381,4.1824,9,5,449
"EMPEabund",5.4507,7.3193,5,6,449
"Persistence2Years",4.3967,2.0912,11,7,449
"PredictabilityOct5Years",3.5756,4.7052,8,8,449
"distNearestIceEdge",3.2996,6.2737,6,9,449
"DecemberIcePresence",3.0072,0.5228,13,10,449
"InTrough",2.1346,0.5228,14,11,449
"glacierdist",1.1425,3.1368,10,12,449
"meanslope",0.8696,5.7508,7,13,449
"ADPEabund",0.5049,0,16,14,449
"meanbathy",0.397,1.0456,12,15,449
"fastIceRatio",0.0886,0.1444,15,16,449
"PredictabilityDec5Years",0,0,17,17,449
"cont300dist",22.8726,17.4468,2,1,450
"cont800dist",20.9449,20,1,2,450
"distToShore",14.3506,9.3617,4,3,450
"EMPEabund",14.1787,4.2553,9,4,450
"EMPEdist",7.2785,12.766,3,5,450
"distNearestIceEdge",6.3686,7.6596,5,6,450
"Persistence2Years",5.8736,6.383,6,7,450
"PredictabilityOct5Years",2.2263,2.1277,13,8,450
"meanslope",1.2818,5.1064,7,9,450
"meanbathy",1.2623,0.8511,14,10,450
"fastIceRatio",1.2144,3.4043,10,11,450
"ADPEabund",1.0463,0.4255,15,12,450
"glacierdist",0.6495,2.9787,11,13,450
"ADPEdist",0.4153,4.6809,8,14,450
"InTrough",0.0366,0,17,15,450
"PredictabilityDec5Years",0,2.5532,12,16,450
"DecemberIcePresence",0,0,16,17,450
"cont800dist",25.1758,20.2381,2,1,451
"cont300dist",19.0314,20.8333,1,2,451
"EMPEdist",16.602,18.4524,3,3,451
"distToShore",11.4903,10.7143,4,4,451
"PredictabilityOct5Years",7.0219,6.5476,6,5,451
"fastIceRatio",5.007,2.9762,9,6,451
"ADPEdist",4.6271,5.3571,7,7,451
"EMPEabund",3.1116,2.381,10,8,451
"Persistence2Years",2.9596,7.7381,5,9,451
"distNearestIceEdge",2.942,2.9762,8,10,451
"glacierdist",0.7347,1.7857,11,11,451
"InTrough",0.6907,0,14,12,451
"ADPEabund",0.6058,0,12,13,451
"DecemberIcePresence",0,0,13,14,451
"PredictabilityDec5Years",0,0,15,15,451
"meanbathy",0,0,16,16,451
"meanslope",0,0,17,17,451
"cont300dist",24.7612,18.5393,2,1,452
"cont800dist",23.3758,19.6629,1,2,452
"EMPEdist",16.6731,17.9775,3,3,452
"distToShore",9.0995,11.7978,4,4,452
"EMPEabund",5.9497,5.0562,6,5,452
"ADPEdist",4.8721,3.9326,8,6,452
"Persistence2Years",4.4266,6.1798,5,7,452
"distNearestIceEdge",3.6708,3.3708,9,8,452
"PredictabilityOct5Years",3.0451,2.809,11,9,452
"glacierdist",1.1227,4.4944,7,10,452
"DecemberIcePresence",0.9072,0.5618,13,11,452
"InTrough",0.6558,0,15,12,452
"fastIceRatio",0.6042,2.2472,12,13,452
"ADPEabund",0.5109,2.809,10,14,452
"meanslope",0.3248,0.5618,14,15,452
"meanbathy",4e-04,0,17,16,452
"PredictabilityDec5Years",0,0,16,17,452
"cont300dist",23.0934,16.3551,2,1,453
"cont800dist",20.8105,20.0935,1,2,453
"distToShore",14.2755,9.3458,4,3,453
"EMPEabund",14.1495,4.6729,8,4,453
"EMPEdist",7.3513,14.0187,3,5,453
"distNearestIceEdge",6.3363,5.6075,6,6,453
"Persistence2Years",5.8438,6.0748,5,7,453
"PredictabilityOct5Years",2.215,3.7383,9,8,453
"meanslope",1.2998,5.6075,7,9,453
"meanbathy",1.2559,0.4673,15,10,453
"fastIceRatio",1.2082,1.8692,14,11,453
"ADPEabund",1.0386,3.271,10,12,453
"glacierdist",0.6396,3.271,12,13,453
"ADPEdist",0.4824,3.271,11,14,453
"PredictabilityDec5Years",0,2.3364,13,15,453
"DecemberIcePresence",0,0,16,16,453
"InTrough",0,0,17,17,453
"cont800dist",22.8943,19.0681,1,1,454
"cont300dist",21.0195,16.8889,2,2,454
"EMPEdist",15.9145,16.3441,3,3,454
"distToShore",9.7668,13.0753,4,4,454
"ADPEdist",5.5381,4.9032,7,5,454
"EMPEabund",5.4507,5.448,6,6,454
"Persistence2Years",4.3967,3.8136,8,7,454
"PredictabilityOct5Years",3.5756,2.724,11,8,454
"distNearestIceEdge",3.2996,7.6273,5,9,454
"DecemberIcePresence",3.0072,0.5448,15,10,454
"InTrough",2.1346,0.5448,16,11,454
"glacierdist",1.1425,0.6912,14,12,454
"meanslope",0.8696,3.2688,10,13,454
"ADPEabund",0.5049,3.2688,9,14,454
"meanbathy",0.397,1.0896,12,15,454
"fastIceRatio",0.0886,0.6993,13,16,454
"PredictabilityDec5Years",0,0,17,17,454
"cont800dist",22.8943,17.7156,2,1,455
"cont300dist",21.0195,22.0103,1,2,455
"EMPEdist",15.9145,14.4946,4,3,455
"distToShore",9.7668,15.0314,3,4,455
"ADPEdist",5.5381,1.0737,11,5,455
"EMPEabund",5.4507,5.9052,6,6,455
"Persistence2Years",4.3967,6.442,5,7,455
"PredictabilityOct5Years",3.5756,2.6842,9,8,455
"distNearestIceEdge",3.2996,5.9052,7,9,455
"DecemberIcePresence",3.0072,0.5368,13,10,455
"InTrough",2.1346,0,16,11,455
"glacierdist",1.1425,2.1473,10,12,455
"meanslope",0.8696,4.8315,8,13,455
"ADPEabund",0.5049,0,15,14,455
"meanbathy",0.397,1.0737,12,15,455
"fastIceRatio",0.0886,0.1482,14,16,455
"PredictabilityDec5Years",0,0,17,17,455
"cont800dist",22.8943,16.9614,2,1,456
"cont300dist",21.0195,18.5033,1,2,456
"EMPEdist",15.9145,15.9334,3,3,456
"distToShore",9.7668,12.8495,4,4,456
"ADPEdist",5.5381,3.0839,10,5,456
"EMPEabund",5.4507,5.6538,6,6,456
"Persistence2Years",4.3967,5.6538,7,7,456
"PredictabilityOct5Years",3.5756,3.0839,11,8,456
"distNearestIceEdge",3.2996,6.1678,5,9,456
"DecemberIcePresence",3.0072,0,16,10,456
"InTrough",2.1346,0.514,14,11,456
"glacierdist",1.1425,3.2296,9,12,456
"meanslope",0.8696,5.1398,8,13,456
"ADPEabund",0.5049,1.5419,12,14,456
"meanbathy",0.397,1.5419,13,15,456
"fastIceRatio",0.0886,0.1419,15,16,456
"PredictabilityDec5Years",0,0,17,17,456
"cont300dist",24.7612,15.5172,2,1,457
"cont800dist",23.3758,24.1379,1,2,457
"EMPEdist",16.6731,13.2184,3,3,457
"distToShore",9.0995,10.9195,4,4,457
"EMPEabund",5.9497,7.4713,5,5,457
"ADPEdist",4.8721,3.4483,9,6,457
"Persistence2Years",4.4266,6.3218,7,7,457
"distNearestIceEdge",3.6708,4.5977,8,8,457
"PredictabilityOct5Years",3.0451,7.4713,6,9,457
"glacierdist",1.1227,2.2989,10,10,457
"DecemberIcePresence",0.9072,1.1494,12,11,457
"InTrough",0.6558,0.5747,14,12,457
"fastIceRatio",0.6042,1.1494,13,13,457
"ADPEabund",0.5109,1.1494,11,14,457
"meanslope",0.3248,0.5747,15,15,457
"meanbathy",4e-04,0,17,16,457
"PredictabilityDec5Years",0,0,16,17,457
